perturbation_type,model,CFR_flip_rate,n_perturbations,mean_confidence_delta,mean_abs_confidence_delta,CDE_mean,CDE_median,t_pvalue,wilcoxon_pvalue
actor_substitution,olmo2:7b,1.0,36,-0.0736111111111109,0.0847222222222221,-0.0736111111111109,-0.0999999999999998,4.79630287995738e-08,6.266551143409048e-05
intensity_high,olmo2:7b,0.8666666666666667,45,-0.0582222222222221,0.0782222222222221,-0.0582222222222221,-0.0999999999999998,2.658170447000731e-06,0.0002380536605351
action_substitution,olmo2:7b,0.8888888888888888,36,-0.0755555555555554,0.0783333333333332,-0.0755555555555554,-0.0999999999999998,2.5384012895144928e-11,1.0318704311114888e-06
negation,olmo2:7b,1.0,14,-0.0814285714285713,0.0957142857142856,-0.0814285714285713,-0.0999999999999998,0.0009449914940629,0.0120384960848591
legitimation_add,olmo2:7b,0.95,20,-0.0614999999999999,0.0714999999999999,-0.0614999999999999,-0.0949999999999999,0.0005020037303236,0.0069809772091343
delegitimation_add,olmo2:7b,0.8421052631578947,38,-0.0734210526315788,0.0860526315789472,-0.0734210526315788,-0.0999999999999998,3.6681372435740796e-08,2.262544053982461e-05
provenance_add,olmo2:7b,0.9298245614035088,57,-0.0740350877192981,0.0810526315789472,-0.0740350877192981,-0.0999999999999998,5.482278062659099e-13,1.4034678506217888e-07
decontextualization,olmo2:7b,0.9473684210526316,38,-0.0699999999999998,0.0752631578947367,-0.0699999999999998,-0.0999999999999998,1.3342271199073242e-08,1.4241237879987162e-05
actor_substitution,mistral:7b,0.3333333333333333,36,0.03500000000000003,0.03500000000000003,0.03500000000000003,0.015000000000000013,7.00750206489229e-06,1.0478533200983221e-07
intensity_high,mistral:7b,0.2857142857142857,42,0.031190476190476244,0.03357142857142862,0.031190476190476244,1.1102230246251565e-16,1.0218356788607745e-05,5.985529575100912e-08
action_substitution,mistral:7b,0.16666666666666666,36,0.008055555555555618,0.01638888888888894,0.008055555555555618,1.1102230246251565e-16,0.09498553443974783,9.745563271173998e-05
negation,mistral:7b,0.42857142857142855,14,0.03714285714285721,0.03714285714285721,0.03714285714285721,0.015000000000000013,0.0246048569146063,0.0008261510240716155
legitimation_add,mistral:7b,0.35,20,0.031000000000000038,0.034000000000000044,0.031000000000000038,1.1102230246251565e-16,0.014760687149665832,0.001043646050174345
delegitimation_add,mistral:7b,0.25,36,0.03611111111111114,0.03611111111111114,0.03611111111111114,0.015000000000000013,2.6303596507671696e-05,2.5187645686976843e-07
provenance_add,mistral:7b,0.35185185185185186,54,0.02685185185185188,0.032407407407407426,0.02685185185185188,1.1102230246251565e-16,1.881973738576985e-05,1.0126706056220189e-07
decontextualization,mistral:7b,0.2631578947368421,38,0.026315789473684258,0.03210526315789477,0.026315789473684258,1.1102230246251565e-16,0.00038635248804369694,2.2064139125697607e-05
