model,feature,feature_value,n_samples,error_rate,error_rate_diff_from_overall
llama3.2:3b,notes_length,very_short,2,0.5,0.122
llama3.2:3b,notes_length,short,388,0.38402061855670105,0.006020618556701052
llama3.2:3b,notes_length,medium,470,0.4021276595744681,0.024127659574468108
llama3.2:3b,notes_length,long,138,0.2826086956521739,-0.09539130434782611
llama3.2:3b,notes_length,very_long,2,0.0,-0.378
llama3.2:3b,notes_length_continuous,correlation,1000,-0.03922555293688849,0.21521721947659583
mistral:7b,notes_length,very_short,2,1.0,0.5349999999999999
mistral:7b,notes_length,short,388,0.4742268041237113,0.009226804123711296
mistral:7b,notes_length,medium,470,0.43829787234042555,-0.02670212765957447
mistral:7b,notes_length,long,138,0.5289855072463768,0.0639855072463768
mistral:7b,notes_length,very_long,2,0.0,-0.465
mistral:7b,notes_length_continuous,correlation,1000,-0.020881231652052443,0.5095307371059649
gemma3:4b,notes_length,very_short,2,0.0,-0.468
gemma3:4b,notes_length,short,388,0.45103092783505155,-0.016969072164948473
gemma3:4b,notes_length,medium,470,0.4808510638297872,0.01285106382978718
gemma3:4b,notes_length,long,138,0.4855072463768116,0.017507246376811558
gemma3:4b,notes_length,very_long,2,0.0,-0.468
gemma3:4b,notes_length_continuous,correlation,1000,0.051812311703888954,0.10152607129966319
olmo2:7b,notes_length,very_short,2,1.0,0.6659999999999999
olmo2:7b,notes_length,short,388,0.36855670103092786,0.03455670103092784
olmo2:7b,notes_length,medium,470,0.30851063829787234,-0.025489361702127677
olmo2:7b,notes_length,long,138,0.3188405797101449,-0.015159420289855119
olmo2:7b,notes_length,very_long,2,0.0,-0.334
olmo2:7b,notes_length_continuous,correlation,1000,-0.06299750254330261,0.0464102605855849
