perturbation_type,model,CFR_flip_rate,n_perturbations,mean_confidence_delta,mean_abs_confidence_delta,CDE_mean,CDE_median,t_pvalue,wilcoxon_pvalue
actor_substitution,mistral:7b,0.2,30,-0.026,0.028,-0.026,-0.03,1.786276363528912e-12,2.986608028007294e-07
intensity_high,mistral:7b,0.5952380952380952,42,-0.024047619047619,0.0288095238095238,-0.024047619047619,-0.03,6.286655149408316e-12,2.3191821961004714e-09
action_substitution,mistral:7b,0.5,30,-0.0283333333333333,0.0296666666666666,-0.0283333333333333,-0.03,1.2762767590150116e-16,7.735274620029969e-08
negation,mistral:7b,0.4285714285714285,21,-0.0347619047619047,0.0385714285714286,-0.0347619047619047,-0.03,0.0001950933693525,2.9576204626964217e-05
legitimation_add,mistral:7b,0.6,20,-0.028,0.029,-0.028,-0.03,1.8405690088399103e-11,1.4437507285634115e-05
delegitimation_add,mistral:7b,0.775,40,-0.02925,0.03125,-0.02925,-0.03,2.375336808044117e-11,2.2266267038697742e-09
provenance_add,mistral:7b,0.6,60,-0.0296666666666666,0.032,-0.0296666666666666,-0.03,1.105326024716012e-14,3.760497748276521e-13
decontextualization,mistral:7b,0.5625,32,-0.024375,0.028125,-0.024375,-0.03,3.2421014705649527e-10,2.200898794340762e-07
actor_substitution,gemma3:4b,0.25,28,0.0367857142857142,0.0467857142857142,0.0367857142857142,0.0399999999999999,1.708204186955435e-05,9.842793394803704e-05
intensity_high,gemma3:4b,0.1515151515151515,33,0.0430303030303029,0.0478787878787878,0.0430303030303029,0.05,1.225008336938001e-10,4.9407129288734674e-06
action_substitution,gemma3:4b,0.1851851851851851,27,0.0381481481481481,0.044074074074074,0.0381481481481481,0.0299999999999999,7.944125184584084e-08,8.144708822623274e-05
negation,gemma3:4b,0.25,16,0.0356249999999999,0.0456249999999999,0.0356249999999999,0.0399999999999999,0.0006186801913784,0.0057552486284571
legitimation_add,gemma3:4b,0.1,20,0.0509999999999999,0.0569999999999999,0.0509999999999999,0.06,2.3429389569317e-06,0.0002406025523989
delegitimation_add,gemma3:4b,0.125,40,0.0559999999999999,0.0579999999999999,0.0559999999999999,0.06,3.78045582146936e-16,3.792507375585336e-08
provenance_add,gemma3:4b,0.1166666666666666,60,0.0559999999999999,0.0579999999999999,0.0559999999999999,0.06,1.0453545935038253e-23,1.7118930380503396e-11
decontextualization,gemma3:4b,0.0333333333333333,30,0.0466666666666666,0.0546666666666666,0.0466666666666666,0.06,7.973810052566518e-08,1.3975353666413696e-05
intensity_high,olmo2:7b,0.10256410256410256,39,-0.012820512820512855,0.033846153846153866,-0.012820512820512855,-0.040000000000000036,0.036428087700354266,0.0393974068611257
action_substitution,olmo2:7b,0.16666666666666666,36,-0.019166666666666693,0.03416666666666669,-0.019166666666666693,-0.040000000000000036,0.0012381138055008864,0.00216748315669015
negation,olmo2:7b,0.16666666666666666,18,-0.030555555555555582,0.049444444444444464,-0.030555555555555582,-0.040000000000000036,0.02607964265999737,0.02998088453060904
legitimation_add,olmo2:7b,0.2,20,-0.030500000000000034,0.04050000000000003,-0.030500000000000034,-0.040000000000000036,0.0013462136218468017,0.0020262738573283198
delegitimation_add,olmo2:7b,0.225,40,-0.027000000000000024,0.03700000000000002,-0.027000000000000024,-0.040000000000000036,0.0001847137943858362,0.00016682458621330044
provenance_add,olmo2:7b,0.1,60,-0.038333333333333365,0.04266666666666668,-0.038333333333333365,-0.040000000000000036,5.2076901461275605e-12,1.1898934975911475e-09
decontextualization,olmo2:7b,0.3,30,-0.02966666666666669,0.04500000000000002,-0.02966666666666669,-0.040000000000000036,0.004759288362636584,0.008266476382336135
actor_substitution,olmo2:7b,0.1111111111111111,36,-0.011666666666666702,0.033888888888888906,-0.011666666666666702,-0.040000000000000036,0.07056503892696767,0.07603650715990706
